X_LF1,X_LF2,X_LF3,X_LF4,X_LF5,y_max_LF
3.18526542162742,2.11776589275659,3.27774437707484,1.33224191598212,1.98143467141013,15.6997171311883
1.24589380698721,4.67175461897843,1.96342475937491,1.97002308934617,3.019406738707,14.6213522463542
4.71110900190545,4.79173619807987,4.11716604392617,2.27151477647379,3.99654500053198,9.08254178504106
4.93290317906286,3.43240272783384,1.78446647137844,4.27744655195987,2.71057274962228,12.6184785531291
3.85373284001074,1.63849792373571,3.70312467917798,3.77409035961582,4.33005240594018,11.0458791952669
3.54532702075776,2.47011397565758,1.61018789477772,3.46503265425536,1.83244015795212,16.0507549963836
2.33182494557698,2.79296166681107,2.16985631786736,1.64836014887399,2.33761767725213,16.6421238045149
4.32326079676066,4.32958348413391,3.4625454248138,4.13311760628825,1.12950689740021,9.25415472478367
2.47508389708724,1.2983062692594,4.53299219286784,2.47832608359295,2.65254472035933,12.6330205986313
1.82234584915552,1.50069930467322,1.33433480754955,1.56856944506166,3.83262563898682,23.7367407399814
4.18947141077749,2.1495969797854,4.93191349219361,4.99205935396079,3.39633894212261,8.58227823822494
2.84286427296323,3.81783051312787,4.39280722160967,4.54654069230446,4.7455430310933,8.22707746121703
2.05711764149927,4.08450468399096,3.00327073264189,2.78999416674655,3.51469943736348,11.2246598309092
3.06971664247441,3.63978545945578,2.6244961842876,3.31522024330202,1.48987737771974,12.0171355169191
1.48795684598811,3.05288658658076,2.73248085036875,2.94477221810249,4.6175170226191,12.4893903075061
1.20974142987486,2.5945340270628,4.54545530270215,4.47525008081411,1.47347428850491,9.74622728244283
2.14905835024292,1.5677201928084,4.02355374616,3.34330091075751,1.11251100617478,12.4133137119539
4.47782140332121,4.16768604644333,4.35782283944323,4.255604377487,4.00816943633866,7.94841496703182
3.68787107921107,1.47987764466921,4.05682375625344,3.73817749912023,4.5157319345474,10.8201226939121
2.62036562950428,2.07669558017398,3.79277742424333,1.9101241557207,3.01848237162938,13.1792809839701
1.4005063557334,3.0629927242127,3.51294247379147,3.88773394767236,4.61923733336429,10.4700348511728
3.26425153249475,2.84552488019861,2.47885511491364,2.38139280925537,1.87708024479912,14.1085399033136
1.77427749283222,1.90628028197053,2.73642450761218,2.14679475530654,3.11999116968821,15.4817611646097
1.83460893651447,3.76001739912821,3.75252449686105,1.34851511292722,3.95752698496574,12.3874729837626
2.94097408171999,3.93625874055422,2.58333487247072,2.51770435784521,3.07897422363942,12.2248663206068
2.0526690805261,3.9802669373927,4.27801766532142,3.59334851332145,4.28722700670333,8.95802987693302
4.44638654341391,2.52264200215049,4.98396111725215,3.10182268704455,2.15646261372542,9.61788465487275
2.89346022656225,4.36579992821675,1.36194347271619,4.87359286796491,1.99773819586978,14.0613475961131
2.33809366474239,1.53982410123494,4.91775945676158,3.27258301655117,4.4912838880067,10.4919397679057
4.07216960504734,4.89736360189553,2.00894904464095,2.41935439591244,2.24054918916574,12.8914616253203
4.3238380778565,2.84352317287131,2.89298308091009,4.92528966148998,4.71482872048603,10.0693307191477
4.23937157363716,3.85931758397032,1.9674102023144,4.86045059004883,2.39827208023379,11.6376398411017
2.77324955245523,3.12162165416712,2.26759725111599,2.20879049031402,2.92009442468767,14.3347171965388
4.96751915848369,2.71658209551493,3.27348591619282,3.48996329935099,2.8430953688238,10.64808078122
3.22417667889864,4.08154240026373,3.04962726207639,2.79329553824524,3.88143019961847,10.7008572703184
3.99097976972336,3.00944152579993,3.41615282290724,2.84964828786554,4.04486840358482,10.6989339957479
3.14636851107706,1.2459677916556,1.53293579052016,4.58303102238691,3.38784986239201,17.6203303399976
1.83335761414128,2.45760994770672,1.8662276094247,1.47844953719208,3.04494086586899,18.7186490137348
4.83945732415097,3.25448989451299,3.07844746389846,4.20580292169951,3.6165377998518,9.86879608016469
3.95415132352927,3.56223512722301,4.15953695073778,3.67234728441509,4.77898041806458,8.74838180895097
4.36259287280416,4.45440606134529,1.41556475737272,3.39073628712035,4.96772336689574,13.5561114487728
4.21936427724703,2.0395130155333,3.96773413120895,4.99020954147559,2.58881347873547,9.73850840193801
4.13997283254224,3.67143224511516,1.42477833492031,1.437055598738,4.7407935040284,16.8603079640391
3.17144732260551,4.25753233688711,1.25221201157887,4.05026752133678,1.39249101711051,15.4213802838443
3.06669755585347,3.65020531741047,3.45975491880891,4.13686199202191,4.25758126543419,9.50319916955656
1.35408359430605,1.4058653758002,3.94237770283406,2.17322165914899,4.31909893443304,13.6190036949752
2.22328411165448,3.0959105407292,4.4622780857823,4.11700376805812,3.22275443121713,9.20752696344234
2.84867854386255,1.17232030456818,4.88448934271191,3.9686944515684,3.47611790509312,10.5341388077961
2.71924035882822,3.18325248509968,3.19916131331398,3.04148558042417,3.7142311413945,11.1846093481261
3.87870811238208,1.20815648899959,4.69505728039813,1.69213869358732,3.5673875188425,13.1522882997219
1.1221453966825,2.14180822968128,4.33342235725648,2.7470328525743,3.26901309596894,11.6582194129933
2.45771046326823,2.68186005547663,4.82758424530673,1.8584146248312,2.53467552619274,11.4688547780541
1.97169927543263,4.659264908419,4.67515698197569,2.55568328224357,1.80999347688738,9.47988739289544
1.55387737055948,3.49642032837615,1.92303184986614,3.90887644576969,1.90313981217916,13.9394438249723
1.91102510410702,4.3057380190372,2.05764333664578,2.70052282907642,4.54288738740998,12.9705744128827
4.53045914960944,2.51737106233359,1.13114879638391,2.81852985096616,2.2812243570578,18.9991397494215
3.32972859291956,2.39486081089469,1.63841325931995,3.56296172690732,3.34307517913621,15.533178310615
3.3680772008376,2.31600844195309,3.54159665697392,1.51419730174018,2.3612297428742,14.0745326798406
4.2952139052051,2.92449894355643,1.49480199035564,3.46464532662407,4.1616491013274,14.8258625863856
3.92031405241809,1.63479459407022,4.42607693674038,1.80781838766531,2.06810875294587,13.1906472467133
4.56580375243673,1.67399041283825,2.81199949098971,3.15605409061678,1.96383017217258,13.5865118407645
4.68886207242482,1.75038262609014,2.43922628247646,4.6316346890169,2.7585759322752,12.6705544206191
2.82694596413368,1.13309112389526,1.8110572872712,2.96320225628957,1.5836328000421,19.5533126280707
2.0097709902492,4.2138051284645,3.33577519341434,3.81424053349498,3.40943767470736,9.90113058555331
1.32898124372864,4.6224948843984,4.17497729267591,1.74144132759272,2.02179153153893,11.2271772285245
1.44619479560864,4.10653965003027,2.67020493548695,1.75898022307559,4.93405198300069,12.9018438134977
3.47982159470226,4.911243681138,2.12541875551599,2.27707845937453,3.48637677948239,12.4976599879706
1.70828900247144,1.95166937117351,2.20115713492564,1.57179026538581,3.837105567524,17.910112907754
2.51066973575467,4.02963247422477,3.67661359696983,1.63507353748671,1.17071225947268,12.6184060141486
3.59600092525226,2.01279813181868,4.52889266187835,3.19090561036317,2.49967955649068,10.5869016564021
1.67023628276904,4.44911567814141,2.75348513965171,3.25625010324394,3.65841490351285,11.0886141707033
2.9933923094564,4.53574551475087,1.56766245891503,2.10463013344884,1.51974947223521,16.0131179861767
1.49262538816854,2.23745672777234,4.80036314759567,1.26307232906368,4.39412338315407,12.9296317983477
3.0977862790161,4.74573067209104,4.74564013136145,2.02453012934595,1.7633146007258,9.83863695922281
3.73508478029532,4.79661775609936,3.24664186227115,2.60390216177378,1.20749484616367,10.7434396085702
4.60328274389053,1.30786319264536,2.37256224805867,4.72293860893292,4.20223818407694,13.2757925972677
1.27170895974156,2.24724682899658,2.95426595205189,2.4731010186487,4.11394502359742,13.8076278688372
2.60644166204805,1.85002829096822,2.40423154697996,3.43825371473609,2.12593474049948,14.6981319321362
3.500250134631,4.31945541275829,4.61545217084801,1.93234662709646,2.64257395547799,9.94299109258813
1.1705150748399,1.46272674162349,1.20075753303248,3.64566703234735,2.43282771968664,22.4268357355395
4.81501224107605,3.47361201494143,1.71131162314711,1.32018098398698,1.65899219742507,17.493616422871
3.419285153838,1.73303879191347,3.604169547276,4.67265376167448,4.42875771875105,10.5932573015462
3.80492645982822,3.34399957481292,3.11938357733732,3.7903029244516,1.31781848060952,10.7792203379232
2.28648441436692,3.37026538621773,2.06683535518515,4.7703294982619,3.18852173310069,12.404177628069
4.93883874435337,2.76596074335074,3.82908236646348,4.41827246753671,1.72056367362996,9.5284319454307
1.60386208203379,4.86156208190493,2.98901917445822,2.89570250742432,2.70593489160903,10.9366558843029
3.82703815187484,2.38152842604504,1.19124419402974,4.01490175588408,4.66671698816897,16.9592228096591
4.7441226290812,2.62568553062618,2.23748827968563,3.01981678697081,3.78371819832565,12.9550841453294
4.09816815692736,1.36928332849139,1.31380682645035,4.31722739495037,2.856822342855,18.5265868630882
1.61182556036176,3.78545916200044,1.75392152859047,1.15834991836675,2.68072983676658,18.3651230545596
2.70062463984836,3.59897371241926,3.66922330690856,4.79345887386813,2.33675276310727,9.33834103515956
2.09644803320081,4.67955835028241,4.1086578139489,1.97977597245861,1.26639385740495,10.9185069611434
2.37404066497738,4.99023519035368,2.30317475856792,1.13966446741205,1.3751073597305,15.8472831238708
2.38577312222717,3.27548807360839,2.84771330736328,1.23081889999628,3.74876503392184,14.5846407651315
3.54723671581535,4.55995990267958,3.85794166788024,4.2743137429797,2.94523463285362,8.54754038145282
4.66728946047149,2.19426628416993,1.69222277930759,4.37896299612775,1.6414319329548,14.7409999891865
2.53627035602486,3.81486352734253,4.25328064595758,1.40418140366349,4.85103763352487,11.1298800029575
4.88138929657714,1.78833117071026,2.54002514454207,2.62454528118155,4.90628678662871,13.4949450867243
2.16053376838042,3.41953872796995,2.63039021348956,4.53182059265129,3.91431903306896,11.090586027782
3.66549842140326,2.95767875342925,3.35350134414751,2.30766647954068,1.4635944419825,12.4101666106453
